id,level,displayName,message,tags,description,helpLink,probes,target.type,target.platform,target.engineEdition,target.version,target.name.not,threshold
TF9389,Warning,TF 9389 enables dynamic memory grant for batch mode operators,Disable trace flag 9389 for this SQL Server instance. The TF does not apply to this SQL Server version,"['DefaultRuleset', 'TraceFlag', 'Performance', 'TempDB']","Trace flag 9389 enables additional dynamic memory grant for batch mode operators. If a query does not get all the memory it needs, it spills data to TempDB, incurring additional I/O and potentially impacting query performance. If the dynamic memory grant trace flag is enabled, a batch mode operator may ask for additional memory and avoid spilling to TempDB if additional memory is available.",,['EnabledGlobalTraceFlags'],Server,Windows,"OnPremises, ManagedInstance","[11.0,13.0)",,
TF9476,Warning,TF 9476 causes SQL Server to generate a plan using the Simple Containment,Disable trace flag 9476 for this SQL Server instance. The TF does not apply to this SQL Server version,"['DefaultRuleset', 'TraceFlag', 'Performance', 'QueryOptimizer']","Trace flag 9476 causes SQL Server to generate a plan using the Simple Containment assumption instead of the default Base Containment assumption, under the query optimizer cardinality estimation model of SQL Server 2014 (12.x) through SQL Server 2017 versions.",,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,13.0)",,
TF9481,Warning,"TF 9481 enables Legacy CE model, irrespective of the compatibility level of the database",Disable trace flag 9481 for this SQL Server instance. The TF does not apply to this SQL Server version,"['DefaultRuleset', 'TraceFlag', 'QueryOptimizer', 'Performance']","Trace flag 9481 enables you to set the query optimizer cardinality estimation model to the SQL Server 2012 (11.x) and earlier versions, irrespective of the compatibility level of the database.",,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,12.0)",,
TF10204,Warning,TF 10204 disables merge/recompress during columnstore index reorganization,Disable trace flag 10204 for this SQL Server instance. The TF does not apply to this SQL Server version,"['DefaultRuleset', 'TraceFlag', 'Performance', 'ColumnStore']","Trace flag 10204 disables merge/recompress during columnstore index reorganization. In SQL Server 2016 (13.x), when a columnstore index is reorganized, there is new functionality to automatically merge any small compressed rowgroups into larger compressed rowgroups, as well as recompressing any rowgroups that have a large number of deleted rows.",,['EnabledGlobalTraceFlags'],Server,Windows,OnPremises,"[11.0,13.0)",,
SPNaming,Warning,Stored Procedure Naming,Rename the following stored procedures to get rid of the sp_ prefix: @{ObjectName},"['DefaultRuleset', 'Naming']","In SQL Server, the sp_ prefix designates system stored procedures. If you use that prefix for your stored procedures, the name of your procedure might conflict with the name of a system stored procedure that will be created in the future. If such a conflict occurs, your application might break if your application refers to the procedure without qualifying the reference by schema. In this situation, the name will bind to the system procedure instead of to your procedure.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172115(v=vs.100),['BadNamingSP'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
ObjectNamingSpecialChar,Warning,Object Naming,Rename the following objects to get rid of special characters: @{ObjectName},"['DefaultRuleset', 'Naming']","If you name a database object by using any character in the following table, you make it more difficult not only to reference that object but also to read code that contains the name of that object.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172134(v=vs.100),['BadNamingSpecialChars'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
ColumnNamingSpecialChar,Warning,Column Naming,Rename the following columns to get rid of special characters: @{ObjectName},"['DefaultRuleset', 'Naming']","If you name a database object by using any character in the following table, you make it more difficult not only to reference that object but also to read code that contains the name of that object.",https://docs.microsoft.com/previous-versions/visualstudio/visual-studio-2010/dd172134(v=vs.100),['BadNamingSpecialCharsColumns'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
FnNaming,Warning,User Function Naming,Rename the following functions to get rid of the fn_ prefix: @{ObjectName},"['DefaultRuleset', 'Naming']","In SQL Server, the fn_ prefix designates system functions. If you use that prefix for your functions, the name of your function might conflict with the name of a system function that will be created in the future. If such a conflict occurs, your application might break if your application refers to the function without qualifying the reference by schema. In this situation, the name will bind to the system function instead of to your function.",https://docs.microsoft.com/sql/t-sql/statements/create-function-transact-sql,['BadNamingUserFunctions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
ObjectNamingResKeywords,Warning,Object names contain reserved keywords,Rename the following objects to get rid of reserved keywords: @{ObjectName},"['DefaultRuleset', 'Naming']","Microsoft SQL Server uses reserved keywords for defining, manipulating, and accessing databases. Reserved keywords are part of the grammar of the Transact-SQL language that is used by SQL Server to parse and understand Transact-SQL statements and batches. Although it is syntactically possible to use SQL Server reserved keywords as identifiers and object names in Transact-SQL scripts, you can do this only by using delimited identifiers.",https://docs.microsoft.com/sql/t-sql/language-elements/reserved-keywords-transact-sql,['BadNamingKeywords'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
DeprFeaturesInModules,Warning,Use of deprecated or discontinued features in modules,Consider getting rid of the following deprecated or discontinued features in @{ObjectName}: @{Keyword},"['DefaultRuleset', 'Security', 'Deprecated', 'LongRunningChecks', 'UpdateIssues']",Deprecated features are scheduled to be removed in a future release of SQL Server. Discontinued features have been removed from specific versions of SQL Server.,https://docs.microsoft.com/sql/relational-databases/performance-monitor/sql-server-deprecated-features-object,['DeprecatedFeaturesSQLModules'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
DeprFeaturesInJobs,Warning,Use of deprecated or discontinued features in modules,Consider getting rid of the following deprecated or discontinued features in job @{ObjectName}: @{Keyword},"['DefaultRuleset', 'Security', 'Deprecated', 'Agent', 'Jobs', 'LongRunningChecks', 'UpdateIssues']",Deprecated features are scheduled to be removed in a future release of SQL Server. Discontinued features have been removed from specific versions of SQL Server.,https://docs.microsoft.com/sql/relational-databases/performance-monitor/sql-server-deprecated-features-object,['DeprecatedFeaturesJobs'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
NUMANodeSingleCPU,Warning,Single CPU assigned to NUMA node,Consider assigning additional CPUs to NUMA nodes that have only one assigned CPU,"['DefaultRuleset', 'NUMA', 'CPU', 'Memory', 'Performance']","Microsoft SQL Server is non-uniform memory access (NUMA) aware. NUMA architecture provides a scalable solution to performance problem. Computers with hardware NUMA have more than one system bus, each serving a small set of processors. Each group of processors has its own memory and possibly its own I/O channels, but each CPU can access memory associated with other groups in a coherent way. Each group is called a NUMA node. The number of CPUs within a NUMA node depends on the hardware vendor. Your hardware manufacturer can tell you if your computer supports hardware NUMA.",https://docs.microsoft.com/previous-versions/sql/sql-server-2008-r2/ms178144(v=sql.105),['ServerInstanceConfiguration'],Server,Windows,"OnPremises, ManagedInstance","[11.0,)",,
NUMANodeNoCPU,Warning,NUMA nodes without CPUs,Make sure that all NUMA nodes have assigned CPUs,"['DefaultRuleset', 'NUMA', 'Performance', 'CPU', 'Memory']","Microsoft SQL Server is non-uniform memory access (NUMA) aware. NUMA architecture provides a scalable solution to performance problem. Computers with hardware NUMA have more than one system bus, each serving a small set of processors. Each group of processors has its own memory and possibly its own I/O channels, but each CPU can access memory associated with other groups in a coherent way. Each group is called a NUMA node. The number of CPUs within a NUMA node depends on the hardware vendor. Your hardware manufacturer can tell you if your computer supports hardware NUMA.",https://docs.microsoft.com/previous-versions/sql/sql-server-2008-r2/ms178144(v=sql.105),['AffinityNUMANodeNoAssignedCPUs'],Server,Windows,"OnPremises, ManagedInstance","[11.0,)",,
IndexKeyGuid,Warning,Guid in clustered index key column,Get rid of GUIDs in the following clustered indexes' keys: @{IndexName},"['DefaultRuleset', 'Indexes', 'Performance']","A big reason for a clustered index is when you often want to retrieve rows for a range of values for a given column. Because the data is physically arranged in that order, the rows can be extracted very efficiently. Something like a GUID, while excellent for a primary key, could be positively detrimental to performance, as there will be additional cost for inserts and no perceptible benefit on selects.",https://azure.microsoft.com/blog/uniqueidentifier-and-clustered-indexes/,['IndexesGuidKeyColumns'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
IndexesLargeKeys,Warning,Indexes keys with more than 900 bytes,Get rid of keys larger than 900 bytes in index @{FullName},"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 900-byte limit for the maximum total size of all index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,13.0)",/^(master|model|msdb|tempdb)$/,
IndexesLargeKeysNonClust,Warning,NonClustered indexes keys with more than 1700 bytes,Get rid of keys larger than 1700 bytes in index @{FullName},"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 1700-byte limit for the maximum total size of all non-clustered index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[13.0,)",/^(master|model|msdb|tempdb)$/,
IndexesLargeKeysClust,Warning,Clustered indexes keys with more than 900 bytes,Get rid of keys larger than 900 bytes in index @{FullName},"['DefaultRuleset', 'Indexes', 'Performance']","When you design an index that contains many key columns, or large-size columns, calculate the size of the index key to make sure that you do not exceed the maximum index key size. SQL Server retains the 900-byte limit for the maximum total size of all clustered index key columns. This excludes nonkey columns that are included in the definition of nonclustered indexes.",http://msdn.microsoft.com/library/ms191241.aspx,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[13.0,)",/^(master|model|msdb|tempdb)$/,
DisabledIndexes,Warning,Disabled Indexes exist,Remove or enable this disabled index: @{FullName},"['DefaultRuleset', 'Indexes', 'Performance']","If you need to load a lot of data quickly, you can disable nonclustered indexes in order to improve performance. After the data load finishes, enable the nonclustered indexes again by rebuilding them. This technique works best in large data warehouse environments where entire dimension tables might be reloaded from scratch every night. Disabling nonclustered indexes is safer than dropping and recreating them because scripting indexes is hard. Unfortunately, sometimes our load processes crash before enabling the indexes again, or sometimes we manually load data and we forget to rebuild them.",https://docs.microsoft.com/sql/relational-databases/indexes/disable-indexes-and-constraints,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
IndexesFillFactor,Warning,Index fill factor lower 80%,Review index @{FullName} as its fill factor @{FillFactor} is lower than 80 percent,"['DefaultRuleset', 'Indexes', 'Performance']","The fill-factor option is provided for fine-tuning index data storage and performance. When an index is created or rebuilt, the fill-factor value determines the percentage of space on each leaf-level page to be filled with data, reserving the remainder on each page as free space for future growth. For example, specifying a fill-factor value of 80 means that 20 percent of each leaf-level page will be left empty, providing space for index expansion as data is added to the underlying table. The empty space is reserved between the index rows rather than at the end of the index.",https://docs.microsoft.com/sql/relational-databases/indexes/specify-fill-factor-for-an-index,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
NonUniqueClusterIndex,Warning,Non-unique clustered indexes,Review this clustered index @{FullName} as it is non-unique,"['DefaultRuleset', 'Indexes', 'Performance']","Index uniqueness is highly desirable attribute of a clustering key, and goes hand-in-hand with index narrowness. SQL Server does not require a clustered index to be unique, but yet it must have some means of uniquely identifying every row. That’s why, for non-unique clustered indexes, SQL Server adds to every duplicate instance of a clustering key value a 4-byte integer value called a uniqueifier. This uniqueifier is added everywhere the clustering key is stored. That means the uniqueifier is stored in both clustered and non-clustered indexes. As you can imagine, if there are many rows using the same clustering key value, this can become quite expensive.",https://docs.microsoft.com/sql/relational-databases/indexes/clustered-and-nonclustered-indexes-described,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
SuspectPages,Warning,Suspect pages,Run DBCC CHECKDB to verify affected database. Suspect pages were found: @{EventType},"['DefaultRuleSet', 'Pages', 'DataIntegrity']","The suspect_pages table is used for maintaining information about suspect pages, and is relevant in helping to decide whether a restore is necessary.",https://docs.microsoft.com/sql/relational-databases/backup-restore/manage-the-suspect-pages-table-sql-server,['SuspectPagesValidation'],Database,/^(Windows|Linux)$/,,"[11.0,)",,
SparseFiles,Warning,Sparse files,Get rid of sparse files: @{SparseFiles},"['DefaultRuleSet', 'Snapshots', 'Backup', 'DataIntegrity']","If the file is sparse or compressed, the NTFS file system may deallocate disk space in the file. This sets the range of bytes to zeroes (0) without extending the file size.","https://blogs.msdn.microsoft.com/jorgepc/2010/11/25/what-are-sparse-files-and-why-should-i-care-as-sql-server-dba/, https://techcommunity.microsoft.com/t5/SQL-Server-Support/Did-your-backup-program-utility-leave-your-SQL-Server-running-in/ba-p/315840",['SparseFilesValidation'],Database,/^(Windows|Linux)$/,,"[11.0,)",,
TableNoIndex,Warning,Tables without indexes,Review table @{TableName} and create reasonable indexes,"['DefaultRuleset', 'Indexes', 'Performance']","Each table in the database has one or more pages. To keep track of those pages, SQL Server uses a special set of pages, called IAM (for Index Allocation Map) pages. In spite of the word “Index” in the name, IAMs are used for non-indexed tables as well. These are called heaps. All the data is there, but the only way to find anything is to read it starting at the beginning. For a very large table, this will be terribly inefficient.",https://docs.microsoft.com/sql/relational-databases/indexes/heaps-tables-without-clustered-indexes,['TableIndexes'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
TableNoClusteredIndex,Warning,Tables without clustered indexes,Review table @{TableName} and consider creating a clustered index,"['DefaultRuleset', 'Indexes', 'Performance']","Tables without clustered indexes are called heaps. They’re scattered on disk anywhere that SQL Server can find a spot, and they’re not stored in any order whatsoever. This can make for really fast inserts – SQL Server can just throw the data down – but slow selects, updates, and deletes.",https://docs.microsoft.com/sql/relational-databases/indexes/heaps-tables-without-clustered-indexes,['TableIndexes'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
TablePSAlign,Warning,Table index not aligned with PS,Consider recreating index @{IndexName} in table @{TableName} to have it aligned with your schema,"['DefaultRuleset', 'Indexes', 'Performance']","Table partitioning is a complex way to break out your large tables into smaller, more manageable chunks, but it comes with a lot of management heartache. One of the challenges is making sure that your indexes are partitioned and aligned the same way as your clustered index.",https://docs.microsoft.com/sql/relational-databases/partitions/partitioned-tables-and-indexes,['TableIndexesPartitioned'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|tempdb|model|msdb)$/,
LoginNoPassword,Warning,Logins with no passwords,Make sure to set strong passwords on the following logins: @{PasswordData},"['DefaultRuleset', 'Security', 'WeakPassword']",Password complexity policies are designed to deter brute force attacks by increasing the number of possible passwords.,https://docs.microsoft.com/sql/relational-databases/security/password-policy,['NullPassword'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
LoginEqPassword,Warning,Logins with passwords that are same as the login names,Please review logins with password equals to login: @{PasswordData},"['DefaultRuleset', 'Security', 'WeakPassword']",Password complexity policies are designed to deter brute force attacks by increasing the number of possible passwords.,https://docs.microsoft.com/sql/relational-databases/security/password-policy,['NamePassword'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
SystemHealth,Warning,System Health important messages,Error @{Error_Number} has occured @{Error_Count} times. Last time was @{Last_Logged_Days_Ago} days ago,"['DefaultRuleset', 'XEvent', 'SystemHealth', 'Performance']","The system_health session is an Extended Events session that is included by default with SQL Server. This session starts automatically when the SQL Server Database Engine starts, and runs without any noticeable performance effects. The session collects system data that you can use to help troubleshoot performance issues in the Database Engine",https://docs.microsoft.com/sql/relational-databases/extended-events/use-the-system-health-session,['SystemHealth'],Server,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",,
RarelyUsedIndex,Warning,Rarely used index,Make sure you need index @{IndexName} as it's used too rarely,"['DefaultRuleset', 'Indexes', 'Performance']","Rarely used indexes can slow down database's performance. Time of write operations is increased because of index maintenance, but index is not used quite often. It makes sense to compare impact of writing operations versus rare reading speedup.",https://docs.microsoft.com/sql/t-sql/statements/drop-index-transact-sql,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
UnusedIndex,Warning,Unused index,Make sure you need index @{IndexName} as it's unused,"['DefaultRuleset', 'Index', 'Performance']","Unused indexes can slow down database's performance. Time of write operations is increased because of index maintenance, but index is not used anywhere.",https://docs.microsoft.com/sql/t-sql/statements/drop-index-transact-sql,['IndexesDefinitions'],Database,/^(Windows|Linux)$/,"OnPremises, ManagedInstance","[11.0,)",/^(master|model|msdb|tempdb)$/,
SkewedCompatibilityLevel,Warning,Database with skewed compatibility level,Update database compatibility level (current level: @{CompatibilityLevel}),"['DefaultRuleset', 'CompatibilityLevel', 'Security', 'Performance', 'UpdateIssues']",Some databases may have a compatibility level lower than the allowed level by the Database Engine.,https://docs.microsoft.com/sql/t-sql/statements/alter-database-transact-sql-compatibility-level,"['CompatibilityLevel', 'SQLServerVersion']",Database,/^(Windows|Linux)$/,,"[11.0,)",,
